"","gene_name","cont_topology","intro_topology","control_trio_min","intro_trio_min"
"11091","Solyc09g055710"," P1P2"," P1P2","P1P2","P1P2"
"11092","Solyc09g055760"," P1P2"," P1P2","P1P2","P1P2"
"11093","Solyc09g055850"," P1P2"," P1P2","P1P2","P1P2"
"11094","Solyc09g055870"," P1P2"," P1P2","P1P2","P2P3"
"11095","Solyc09g055910"," P1P2"," P1P2","P1P2","P2P3"
"11096","Solyc09g055920"," P1P2"," P1P2","P1P3","P1P3"
"11097","Solyc09g055930"," P1P2"," P1P2","P1P3","P1P3"
"11098","Solyc09g056160"," P1P2"," P1P2","P1P3","P1P2"
"11099","Solyc09g056260"," P1P2"," P1P2","P2P3","P1P3"
"11100","Solyc09g056340"," P1P2"," P1P2","P1P2","P2P3"
"11101","Solyc09g056350"," P1P2"," P1P2","P1P3","P2P3"
"11103","Solyc09g056450"," P1P2"," P1P2","P1P2","P2P3"
"11104","Solyc09g057580"," P1P2"," P1P2","P1P2","P2P3"
"11105","Solyc09g057630"," P1P2"," P1P2","P1P3","P1P3"
"11106","Solyc09g057640"," P1P2"," P1P2","P1P2","P1P2"
"11109","Solyc09g057650"," P1P2"," P1P2","P1P2","P1P2"
"11110","Solyc09g057670"," P1P2"," P1P2","P2P3","P2P3"
"11111","Solyc09g057680"," P1P2"," P1P2","P1P3","P1P2"
"11112","Solyc09g057710"," P1P2"," P1P2","P1P2","P1P3"
"11113","Solyc09g057920"," P1P2"," P1P2","P2P3","P1P2"
"11115","Solyc09g058990"," P1P2"," P1P2","P1P2","P1P3"
"11116","Solyc09g059170"," P1P2"," P2P3","P1P2","P1P2"
"11117","Solyc09g059270"," P1P2"," P1P2","P1P2","P1P2"
"11121","Solyc09g059290"," P1P2"," P1P2","P1P2","P2P3"
"11122","Solyc09g059310"," P1P2"," P1P2","P1P2","P1P2"
"11125","Solyc09g059430"," P1P2"," P2P3","P2P3","P1P2"
"11126","Solyc09g059440"," P1P2"," P2P3","P2P3","P1P2"
"11127","Solyc09g059450"," P1P2"," P2P3","P1P2","P2P3"
"11128","Solyc09g059470"," P1P2"," P1P2","P1P2","P1P3"
"11129","Solyc09g059500"," P1P2"," P1P2","P1P2","P1P2"
"11130","Solyc09g059510"," P1P2"," P1P2","P2P3","P1P2"
"11131","Solyc09g059520"," P1P2"," P1P2","P1P2","P2P3"
"11132","Solyc09g059570"," P1P2"," P1P2","P1P2","P1P3"
"11134","Solyc09g059580"," P1P2"," P2P3","P1P2","P2P3"
"11135","Solyc09g059600"," P1P2"," P2P3","P1P2","P1P3"
"11136","Solyc09g059620"," P1P2"," P2P3","P1P3","P1P3"
"11137","Solyc09g059990"," P1P2"," P1P2","P1P2","P1P3"
"11138","Solyc09g060080"," P1P2"," P2P3","P1P2","P1P3"
"11140","Solyc09g061270"," P1P2"," P1P2","P1P2","P1P3"
"11141","Solyc09g061310"," P1P2"," P1P2","P2P3","P1P3"
"11146","Solyc09g061320"," P1P2"," P1P2","P1P3","P1P2"
"11147","Solyc09g061340"," P1P2"," P2P3","P1P2","P2P3"
"11150","Solyc09g061380"," P1P2"," P2P3","P1P3","P1P3"
"11153","Solyc09g061420"," P1P2"," P1P2","P2P3","P2P3"
"11154","Solyc09g061430"," P1P2"," P1P2","P1P2","P1P3"
"11155","Solyc09g061440"," P1P2"," P1P2","P2P3","P1P3"
"11156","Solyc09g061620"," P1P2"," P1P2","P1P3","P1P3"
"11157","Solyc09g061750"," P1P2"," P1P2","P1P2","P2P3"
"11158","Solyc09g061840"," P1P2"," P1P2","P1P2","P2P3"
"11159","Solyc09g061930"," P1P2"," P1P2","P1P2","P2P3"
"11160","Solyc09g062970"," P1P2"," P2P3","P1P2","P1P2"
"11163","Solyc09g063020"," P1P2"," P1P2","P2P3","P1P2"
"11165","Solyc09g063030"," P1P2"," P1P2","P1P3","P2P3"
"11167","Solyc09g064200"," P1P2"," P1P2","P1P2","P1P2"
"11168","Solyc09g064230"," P1P2"," P1P3","P2P3","P1P2"
"11169","Solyc09g064240"," P1P2"," P1P2","P1P3","P2P3"
"11170","Solyc09g064270"," P1P2"," P1P2","P1P2","P1P2"
"11173","Solyc09g064320"," P1P2"," P1P2","P2P3","P1P2"
"11174","Solyc09g064370"," P1P2"," P1P2","P1P2","P1P3"
"11175","Solyc09g064420"," P1P2"," P1P2","P1P2","P2P3"
"11176","Solyc09g064430"," P1P2"," P1P2","P1P3","P2P3"
"11178","Solyc09g064440"," P1P2"," P1P2","P2P3","P1P3"
"11179","Solyc09g064450"," P1P2"," P1P2","P1P3","P1P2"
"11181","Solyc09g064470"," P1P2"," P1P2","P1P2","P1P3"
"11182","Solyc09g064480"," P1P2"," P1P2","P2P3","P1P2"
"11183","Solyc09g064500"," P1P2"," P1P2","P2P3","P1P3"
"11184","Solyc09g064510"," P1P2"," P1P2","P2P3","P1P3"
"11185","Solyc09g064520"," P1P2"," P1P2","P1P2","P1P3"
"11186","Solyc09g064530"," P1P2"," P1P2","P1P2","P1P3"
"11187","Solyc09g064540"," P1P2"," P1P2","P2P3","P1P2"
"11188","Solyc09g064590"," P1P2"," P1P2","P2P3","P1P3"
"11189","Solyc09g064600"," P1P2"," P1P2","P2P3","P2P3"
"11190","Solyc09g064610"," P1P2"," P1P2","P2P3","P1P2"
"11191","Solyc09g064630"," P1P2"," P1P2","P2P3","P1P3"
"11192","Solyc09g064660"," P1P2"," P1P2","P1P2","P1P3"
"11193","Solyc09g064720"," P1P2"," P1P2","P1P3","P2P3"
"11194","Solyc09g064740"," P1P2"," P1P2","P1P2","P2P3"
"11195","Solyc09g064780"," P1P2"," P1P2","P1P3","P2P3"
"11196","Solyc09g064790"," P1P2"," P1P2","P2P3","P1P3"
"11197","Solyc09g064800"," P1P2"," P1P2","P1P2","P1P2"
"11198","Solyc09g064850"," P1P2"," P1P2","P1P3","P1P3"
"11199","Solyc09g064860"," P1P2"," P1P2","P1P3","P1P3"
"11200","Solyc09g064890"," P1P2"," P1P2","P1P3","P1P2"
"11201","Solyc09g064920"," P1P2"," P1P2","P2P3","P1P2"
"11203","Solyc09g064930"," P1P2"," P1P2","P2P3","P1P2"
"11204","Solyc09g064940"," P1P2"," P1P2","P1P3","P1P2"
"11205","Solyc09g065000"," P1P2"," P1P2","P1P3","P1P2"
"11206","Solyc09g065010"," P1P2"," P1P2","P1P2","P2P3"
"11207","Solyc09g065020"," P1P2"," P1P2","P2P3","P2P3"
"11208","Solyc09g065030"," P1P2"," P1P2","P1P2","P2P3"
"11209","Solyc09g065120"," P1P2"," P1P2","P1P3","P1P3"
"11210","Solyc09g065130"," P1P2"," P1P2","P1P2","P2P3"
"11212","Solyc09g065160"," P1P2"," P1P2","P1P3","P1P2"
"11213","Solyc09g065190"," P1P2"," P1P2","P1P3","P2P3"
"11216","Solyc09g065200"," P1P2"," P1P2","P2P3","P1P3"
"11217","Solyc09g065210"," P1P2"," P2P3","P2P3","P1P2"
"11219","Solyc09g065270"," P1P2"," P1P2","P1P3","P1P2"
"11220","Solyc09g065280"," P1P2"," P1P2","P1P3","P1P2"
"11221","Solyc09g065290"," P1P2"," P1P2","P1P2","P1P2"
"11222","Solyc09g065300"," P1P2"," P2P3","P2P3","P2P3"
"11223","Solyc09g065340"," P1P2"," P1P2","P1P3","P2P3"
"11224","Solyc09g065380"," P1P2"," P1P2","P1P2","P1P3"
"11225","Solyc09g065400"," P1P3"," P2P3","P1P2","P1P2"
"11226","Solyc09g065510"," P1P2"," P1P2","P1P2","P2P3"
"11228","Solyc09g065520"," P1P2"," P1P2","P1P3","P2P3"
"11230","Solyc09g065540"," P1P2"," P1P3","P1P2","P1P2"
"11232","Solyc09g065560"," P1P2"," P1P2","P1P2","P1P3"
"11234","Solyc09g065580"," P1P2"," P1P3","P1P2","P1P2"
"11235","Solyc09g065590"," P1P2"," P1P2","P1P2","P1P2"
"11236","Solyc09g065600"," P1P2"," P1P2","P1P2","P2P3"
"11238","Solyc09g065610"," P1P2"," P1P2","P1P3","P2P3"
"11239","Solyc09g065640"," P1P2"," P1P2","P2P3","P2P3"
"11240","Solyc09g065650"," P1P2"," P1P2","P1P3","P2P3"
"11242","Solyc09g065690"," P1P2"," P1P2","P1P2","P1P2"
"11243","Solyc09g065700"," P1P2"," P1P2","P1P3","P2P3"
"11245","Solyc09g065760"," P1P2"," P1P2","P1P3","P1P3"
"11246","Solyc09g065800"," P1P2"," P1P2","P2P3","P2P3"
"11247","Solyc09g065810"," P1P2"," P1P2","P1P2","P2P3"
"11248","Solyc09g065820"," P1P2"," P1P2","P2P3","P1P2"
"11253","Solyc09g065830"," P1P2"," P1P2","P1P2","P1P3"
"11254","Solyc09g065840"," P1P2"," P1P2","P1P3","P1P3"
"11255","Solyc09g065850"," P1P2"," P1P2","P2P3","P2P3"
"11256","Solyc09g065860"," P1P2"," P1P2","P2P3","P2P3"
"11257","Solyc09g065880"," P1P2"," P1P2","P1P3","P2P3"
"11258","Solyc09g065900"," P1P2"," P1P2","P1P2","P2P3"
"11259","Solyc09g065910"," P1P2"," P1P2","P2P3","P2P3"
"11260","Solyc09g065990"," P1P2"," P1P2","P1P3","P2P3"
"11261","Solyc09g066120"," P1P2"," P2P3","P1P2","P1P2"
"11262","Solyc09g066130"," P1P2"," P1P2","P2P3","P1P3"
"11263","Solyc09g066140"," P1P2"," P1P2","P1P3","P1P3"
"11266","Solyc09g066150"," P1P2"," P1P2","P1P2","P1P2"
"11268","Solyc09g066280"," P1P2"," P1P2","P2P3","P1P3"
"11269","Solyc09g066290"," P1P2"," P2P3","P1P2","P1P2"
"11270","Solyc09g066420"," P1P2"," P1P2","P1P3","P1P2"
"11271","Solyc09g066430"," P1P2"," P1P2","P2P3","P1P2"
"11273","Solyc09g066440"," P1P2"," P1P2","P2P3","P1P3"
"11274","Solyc09g066460"," P1P2"," P1P2","P1P2","P1P3"
"11276","Solyc09g066470"," P1P2"," P2P3","P2P3","P1P2"
"11277","Solyc09g066500"," P1P2"," P1P2","P1P2","P2P3"
"11278","Solyc09g072570"," P1P2"," P1P2","P1P3","P1P3"
"11279","Solyc09g072580"," P1P2"," P1P2","P2P3","P1P3"
"11280","Solyc09g072620"," P1P2"," P1P2","P1P2","P2P3"
"11281","Solyc09g072670"," P1P2"," P1P2","P1P2","P1P3"
"11282","Solyc09g072680"," P1P2"," P1P2","P1P2","P1P2"
"11283","Solyc09g072700"," P1P2"," P1P2","P1P2","P2P3"
"11284","Solyc09g072710"," P1P2"," P1P2","P1P3","P1P3"
"11286","Solyc09g072790"," P1P2"," P1P2","P1P3","P1P2"
"11287","Solyc09g072800"," P1P2"," P1P2","P2P3","P2P3"
"11288","Solyc09g072830"," P1P2"," P1P2","P1P2","P1P3"
"11289","Solyc09g072860"," P1P2"," P1P2","P1P2","P1P2"
"11290","Solyc09g072870"," P1P2"," P1P2","P1P3","P1P2"
"11291","Solyc09g072890"," P1P2"," P1P2","P1P2","P1P3"
"11292","Solyc09g072900"," P1P2"," P1P3","P2P3","P1P2"
"11293","Solyc09g072970"," P1P2"," P1P2","P1P3","P1P3"
"11294","Solyc09g072980"," P1P2"," P1P2","P1P2","P2P3"
"11297","Solyc09g072990"," P1P2"," P1P2","P1P2","P2P3"
"11298","Solyc09g073000"," P1P2"," P1P2","P2P3","P1P2"
"11299","Solyc09g074050"," P1P2"," P1P2","P2P3","P1P3"
"11300","Solyc09g074060"," P1P2"," P1P2","P1P3","P2P3"
"11301","Solyc09g074090"," P1P2"," P1P2","P2P3","P1P2"
"11302","Solyc09g074100"," P1P2"," P1P2","P1P2","P1P2"
"11303","Solyc09g074210"," P1P2"," P1P2","P1P3","P1P3"
"11304","Solyc09g074230"," P1P2"," P1P2","P1P2","P1P2"
"11305","Solyc09g074240"," P1P2"," P1P2","P1P2","P2P3"
"11307","Solyc09g074250"," P1P2"," P1P2","P1P2","P2P3"
"11309","Solyc09g074260"," P1P2"," P1P2","P1P3","P2P3"
"11310","Solyc09g074270"," P1P2"," P1P2","P2P3","P2P3"
"11311","Solyc09g074310"," P1P2"," P1P2","P1P2","P1P3"
"11312","Solyc09g074330"," P1P2"," P1P2","P2P3","P1P3"
"11313","Solyc09g074340"," P1P2"," P1P2","P2P3","P1P3"
"11314","Solyc09g074360"," P1P2"," P1P2","P1P2","P2P3"
"11316","Solyc09g074370"," P1P2"," P1P2","P2P3","P1P2"
"11318","Solyc09g074380"," P1P2"," P1P2","P1P2","P1P3"
"11319","Solyc09g074400"," P1P2"," P1P2","P1P2","P2P3"
"11320","Solyc09g074420"," P1P2"," P1P2","P2P3","P1P3"
"11322","Solyc09g074470"," P1P2"," P1P2","P1P2","P1P2"
"11323","Solyc09g074510"," P1P2"," P1P2","P1P3","P1P3"
"11324","Solyc09g074520"," P1P2"," P2P3","P2P3","P1P2"
"11325","Solyc09g074560"," P1P2"," P1P2","P2P3","P2P3"
"11327","Solyc09g074620"," P1P2"," P1P2","P1P2","P2P3"
"11329","Solyc09g074640"," P1P2"," P1P2","P1P3","P2P3"
"11330","Solyc09g074650"," P1P2"," P1P2","P2P3","P1P2"
"11331","Solyc09g074660"," P1P2"," P1P2","P2P3","P2P3"
"11332","Solyc09g074670"," P1P2"," P1P2","P2P3","P2P3"
"11333","Solyc09g074680"," P1P2"," P1P2","P2P3","P1P3"
"11334","Solyc09g074690"," P1P2"," P1P2","P2P3","P1P3"
"11335","Solyc09g074700"," P1P2"," P1P2","P2P3","P2P3"
"11336","Solyc09g074710"," P1P2"," P1P2","P2P3","P2P3"
"11337","Solyc09g074750"," P1P2"," P1P2","P1P3","P2P3"
"11338","Solyc09g074850"," P1P2"," P1P2","P1P3","P2P3"
"11339","Solyc09g074870"," P1P2"," P1P2","P2P3","P1P2"
"11340","Solyc09g074900"," P1P2"," P1P2","P1P2","P1P3"
"11342","Solyc09g074910"," P1P2"," P1P2","P2P3","P2P3"
"11343","Solyc09g074920"," P1P2"," P1P2","P2P3","P1P3"
"11344","Solyc09g074930"," P1P2"," P1P2","P1P3","P2P3"
"11346","Solyc09g074940"," P1P2"," P1P2","P1P2","P1P2"
"11347","Solyc09g074970"," P1P2"," P1P2","P1P2","P2P3"
"11348","Solyc09g074990"," P1P2"," P1P2","P1P3","P1P2"
"11349","Solyc09g075000"," P1P2"," P1P2","P2P3","P2P3"
"11350","Solyc09g075010"," P1P2"," P1P2","P1P3","P2P3"
"11353","Solyc09g075020"," P1P2"," P1P2","P1P3","P1P3"
"11354","Solyc09g075030"," P1P2"," P1P2","P2P3","P2P3"
"11355","Solyc09g075070"," P1P2"," P1P2","P1P2","P2P3"
"11356","Solyc09g075080"," P1P2"," P1P2","P1P3","P1P2"
"11357","Solyc09g075090"," P1P2"," P1P2","P1P2","P1P3"
"11358","Solyc09g075100"," P1P2"," P1P2","P1P3","P2P3"
"11359","Solyc09g075140"," P1P2"," P1P2","P2P3","P1P2"
"11360","Solyc09g075150"," P1P2"," P1P2","P1P3","P1P2"
"11361","Solyc09g075160"," P1P2"," P1P2","P1P2","P1P3"
"11362","Solyc09g075180"," P1P2"," P1P2","P1P2","P1P2"
"11365","Solyc09g075190"," P1P2"," P1P2","P1P2","P1P3"
"11366","Solyc09g075200"," P1P2"," P1P2","P1P3","P1P3"
"11367","Solyc09g075210"," P1P2"," P1P2","P1P3","P1P2"
"11368","Solyc09g075220"," P1P2"," P1P2","P1P3","P1P3"
"11369","Solyc09g075280"," P1P2"," P1P2","P2P3","P1P2"
"11370","Solyc09g075300"," P1P2"," P1P2","P1P3","P1P2"
"11371","Solyc09g075320"," P1P2"," P1P2","P2P3","P1P2"
"11372","Solyc09g075360"," P1P2"," P1P2","P2P3","P1P2"
"11374","Solyc09g075370"," P1P2"," P1P2","P2P3","P1P3"
"11376","Solyc09g075390"," P1P2"," P1P2","P1P2","P2P3"
"11377","Solyc09g075400"," P1P2"," P1P2","P2P3","P2P3"
"11378","Solyc09g075420"," P1P2"," P1P2","P1P2","P1P3"
"11379","Solyc09g075430"," P1P2"," P1P2","P1P2","P2P3"
"11380","Solyc09g075440"," P1P2"," P1P2","P1P3","P2P3"
"11381","Solyc09g075450"," P1P2"," P1P2","P1P2","P1P2"
"11382","Solyc09g075460"," P1P2"," P1P3","P1P2","P1P2"
"11383","Solyc09g075480"," P1P2"," P2P3","P2P3","P1P2"
"11384","Solyc09g075490"," P1P2"," P2P3","P1P2","P2P3"
"11386","Solyc09g075500"," P1P2"," P1P2","P2P3","P1P2"
"11387","Solyc09g075510"," P1P2"," P1P2","P1P2","P1P3"
"11388","Solyc09g075530"," P1P2"," P1P2","P2P3","P1P2"
"11389","Solyc09g075550"," P1P2"," P1P2","P2P3","P2P3"
"11390","Solyc09g075560"," P1P2"," P1P2","P1P2","P2P3"
"11391","Solyc09g075570"," P1P2"," P1P3","P1P3","P1P3"
"11392","Solyc09g075610"," P1P2"," P1P2","P1P2","P1P3"
"11393","Solyc09g075640"," P1P2"," P1P2","P1P2","P1P2"
"11394","Solyc09g075720"," P1P2"," P1P2","P1P2","P1P3"
"11395","Solyc09g075730"," P1P2"," P1P2","P2P3","P1P3"
"11396","Solyc09g075750"," P1P2"," P1P2","P1P2","P1P3"
"11397","Solyc09g075760"," P1P2"," P1P2","P2P3","P2P3"
"11398","Solyc09g075790"," P1P2"," P1P2","P1P2","P2P3"
"11399","Solyc09g075820"," P1P2"," P1P2","P1P2","P2P3"
"11400","Solyc09g075830"," P1P2"," P1P2","P1P2","P2P3"
"11401","Solyc09g075850"," P1P2"," P1P2","P2P3","P1P2"
"11402","Solyc09g075860"," P1P2"," P1P2","P1P2","P1P2"
"11403","Solyc09g075890"," P1P2"," P1P2","P2P3","P2P3"
"11404","Solyc09g075950"," P1P2"," P1P2","P2P3","P1P2"
"11405","Solyc09g075960"," P1P2"," P1P2","P1P2","P2P3"
"11406","Solyc09g075970"," P1P2"," P1P2","P1P3","P2P3"
"11407","Solyc09g075990"," P1P2"," P2P3","P1P3","P1P3"
"11408","Solyc09g076000"," P1P2"," P1P2","P1P2","P1P3"
"11409","Solyc09g076010"," P1P2"," P1P2","P1P2","P1P2"
"11410","Solyc09g076020"," P1P2"," P1P2","P2P3","P1P2"
"11412","Solyc09g076030"," P1P2"," P1P2","P1P3","P1P2"
"11413","Solyc09g076040"," P1P2"," P2P3","P1P2","P1P2"
"11414","Solyc09g076050"," P1P2"," P1P2","P2P3","P1P3"
"11415","Solyc09g082050"," P1P2"," P1P2","P2P3","P1P3"
"11416","Solyc09g082060"," P1P2"," P1P2","P1P2","P1P2"
"11417","Solyc09g082120"," P1P2"," P1P2","P1P3","P1P3"
"11418","Solyc09g082130"," P1P2"," P1P2","P1P3","P2P3"
"11419","Solyc09g082140"," P1P2"," P1P2","P1P2","P1P3"
"11420","Solyc09g082160"," P1P2"," P1P2","P1P2","P1P3"
"11422","Solyc09g082200"," P1P2"," P1P2","P2P3","P1P2"
"11423","Solyc09g082210"," P1P2"," P1P2","P1P2","P1P3"
"11424","Solyc09g082400"," P1P2"," P1P2","P1P3","P1P2"
"11425","Solyc09g082460"," P1P2"," P2P3","P1P2","P2P3"
"11426","Solyc09g082470"," P1P2"," P1P3","P1P3","P1P3"
"11427","Solyc09g082490"," P1P2"," P1P2","P1P2","P2P3"
"11430","Solyc09g082500"," P1P2"," P1P2","P1P3","P2P3"
"11432","Solyc09g082510"," P1P2"," P1P2","P1P2","P2P3"
"11433","Solyc09g082520"," P1P2"," P1P2","P1P2","P1P2"
"11434","Solyc09g082540"," P1P2"," P1P3","P2P3","P1P2"
"11435","Solyc09g082580"," P1P2"," P1P2","P1P2","P1P2"
"11437","Solyc09g082630"," P1P2"," P1P2","P1P3","P1P2"
"11438","Solyc09g082650"," P1P2"," P1P2","P1P2","P1P3"
"11439","Solyc09g082690"," P1P2"," P1P2","P2P3","P2P3"
"11440","Solyc09g082710"," P1P2"," P1P2","P1P2","P1P3"
"11442","Solyc09g082720"," P1P2"," P1P2","P1P2","P2P3"
"11443","Solyc09g082770"," P1P2"," P1P2","P1P2","P2P3"
"11445","Solyc09g082780"," P1P2"," P1P2","P2P3","P1P3"
"11446","Solyc09g082800"," P1P2"," P1P2","P1P2","P1P2"
"11447","Solyc09g082820"," P1P2"," P1P2","P1P2","P1P3"
"11448","Solyc09g082830"," P1P2"," P1P2","P2P3","P1P3"
"11449","Solyc09g082860"," P1P2"," P1P2","P1P2","P1P2"
"11450","Solyc09g082940"," P1P2"," P1P2","P2P3","P1P3"
"11451","Solyc09g082970"," P1P2"," P1P2","P2P3","P1P3"
"11452","Solyc09g082980"," P1P2"," P1P2","P2P3","P1P3"
"11453","Solyc09g082990"," P1P2"," P1P2","P1P3","P1P3"
"11454","Solyc09g083000"," P1P2"," P1P2","P2P3","P1P2"
"11456","Solyc09g083010"," P1P2"," P1P2","P1P2","P2P3"
"11457","Solyc09g083020"," P1P2"," P1P2","P2P3","P1P2"
"11458","Solyc09g083070"," P1P2"," P1P2","P1P2","P1P3"
"11459","Solyc09g083080"," P1P2"," P1P2","P1P3","P1P3"
"11460","Solyc09g083100"," P1P2"," P1P2","P2P3","P2P3"
"11461","Solyc09g083110"," P1P2"," P1P2","P1P2","P1P2"
"11462","Solyc09g083200"," P1P2"," P1P2","P2P3","P1P2"
"11463","Solyc09g083210"," P1P2"," P1P2","P1P3","P2P3"
"11464","Solyc09g083220"," P1P2"," P1P2","P2P3","P1P3"
"11465","Solyc09g083230"," P1P3"," P1P3","P1P3","P2P3"
"11467","Solyc09g083270"," P1P2"," P1P2","P1P3","P1P2"
"11468","Solyc09g083320"," P1P2"," P1P3","P1P3","P1P3"
"11469","Solyc09g083340"," P1P2"," P2P3","P1P3","P2P3"
"11470","Solyc09g083350"," P1P2"," P1P2","P1P2","P2P3"
"11472","Solyc09g083370"," P1P2"," P1P2","P1P2","P1P3"
"11473","Solyc09g083380"," P1P2"," P1P3","P2P3","P2P3"
"11474","Solyc09g083390"," P1P2"," P1P2","P1P2","P1P2"
"11475","Solyc09g083400"," P1P2"," P1P2","P2P3","P1P3"
"11477","Solyc09g083410"," P1P2"," P1P2","P1P2","P2P3"
"11478","Solyc09g083420"," P1P2"," P1P2","P1P3","P1P2"
"11479","Solyc09g083440"," P1P2"," P1P2","P2P3","P1P3"
"11480","Solyc09g084470"," P1P2"," P1P3","P2P3","P1P3"
"11481","Solyc09g084490"," P1P2"," P1P2","P2P3","P1P3"
"11482","Solyc09g089490"," P1P2"," P2P3","P2P3","P1P3"
"11483","Solyc09g089550"," P1P2"," P1P2","P1P3","P2P3"
"11485","Solyc09g089560"," P1P2"," P1P2","P1P3","P1P2"
"11487","Solyc09g089610"," P1P2"," P1P2","P2P3","P2P3"
"11488","Solyc09g089630"," P1P2"," P1P2","P1P2","P2P3"
"11489","Solyc09g089640"," P1P2"," P1P2","P2P3","P2P3"
"11490","Solyc09g089650"," P1P2"," P1P2","P2P3","P2P3"
"11492","Solyc09g089660"," P1P2"," P1P2","P1P2","P1P2"
"11493","Solyc09g089670"," P1P2"," P1P2","P1P2","P1P3"
"11494","Solyc09g089850"," P1P2"," P1P2","P1P2","P1P3"
"11495","Solyc09g089870"," P1P2"," P1P2","P1P2","P1P2"
"11496","Solyc09g089880"," P1P2"," P1P2","P2P3","P1P2"
"11497","Solyc09g089930"," P1P2"," P1P2","P1P2","P2P3"
"11498","Solyc09g089940"," P1P2"," P1P2","P1P3","P1P3"
"11499","Solyc09g090020"," P1P2"," P1P2","P1P3","P1P3"
"11500","Solyc09g090030"," P1P2"," P1P3","P1P2","P1P2"
"11501","Solyc09g090060"," P1P2"," P1P2","P1P2","P2P3"
"11502","Solyc09g090070"," P1P2"," P1P2","P1P2","P1P3"
"11503","Solyc09g090100"," P1P2"," P1P2","P1P3","P1P3"
"11504","Solyc09g090110"," P1P2"," P1P2","P1P3","P1P3"
"11506","Solyc09g090120"," P1P2"," P1P2","P1P2","P1P3"
"11507","Solyc09g090130"," P1P2"," P1P2","P1P3","P1P2"
"11508","Solyc09g090140"," P1P2"," P1P2","P1P3","P2P3"
"11510","Solyc09g090160"," P1P2"," P2P3","P1P3","P1P2"
"11511","Solyc09g090190"," P1P2"," P2P3","P2P3","P2P3"
"11512","Solyc09g090200"," P1P2"," P1P2","P2P3","P2P3"
"11513","Solyc09g090220"," P1P2"," P1P2","P1P3","P2P3"
"11514","Solyc09g090230"," P2P3"," P1P2","P1P3","P1P3"
"11515","Solyc09g090250"," P1P2"," P1P2","P2P3","P1P3"
"11516","Solyc09g090270"," P1P2"," P1P2","P2P3","P1P3"
"11517","Solyc09g090290"," P1P2"," P1P2","P1P3","P1P3"
"11518","Solyc09g090340"," P1P2"," P1P2","P1P3","P1P3"
"11519","Solyc09g090370"," P1P2"," P1P2","P1P2","P2P3"
"11520","Solyc09g090380"," P1P2"," P1P2","P1P2","P1P2"
"11521","Solyc09g090400"," P1P2"," P1P3","P1P2","P1P2"
"11523","Solyc09g090410"," P1P2"," P1P2","P1P3","P1P2"
"11524","Solyc09g090420"," P1P2"," P1P2","P1P3","P2P3"
"11525","Solyc09g090430"," P1P2"," P1P2","P1P2","P1P2"
"11526","Solyc09g090460"," P1P2"," P1P3","P2P3","P1P3"
"11527","Solyc09g090470"," P1P2"," P1P2","P1P2","P1P3"
"11528","Solyc09g090520"," P1P2"," P2P3","P2P3","P2P3"
"11529","Solyc09g090570"," P1P2"," P1P3","P2P3","P1P2"
"11531","Solyc09g090580"," P1P2"," P2P3","P1P3","P1P2"
"11532","Solyc09g090610"," P1P2"," P1P3","P1P3","P1P2"
"11534","Solyc09g090640"," P1P2"," P1P2","P1P2","P2P3"
"11536","Solyc09g090660"," P1P2"," P1P2","P1P3","P1P3"
"11537","Solyc09g090670"," P1P2"," P1P2","P1P3","P1P2"
"11538","Solyc09g090680"," P1P2"," P1P2","P2P3","P1P3"
"11541","Solyc09g090690"," P1P2"," P1P2","P1P2","P1P3"
"11542","Solyc09g090700"," P1P2"," P1P2","P1P3","P2P3"
"11543","Solyc09g090710"," P1P2"," P1P2","P2P3","P2P3"
"11544","Solyc09g090720"," P1P2"," P1P2","P2P3","P1P2"
"11545","Solyc09g090730"," P1P2"," P1P2","P2P3","P2P3"
"11546","Solyc09g090740"," P1P2"," P1P3","P1P3","P1P2"
"11547","Solyc09g090750"," P1P2"," P1P2","P1P3","P2P3"
"11548","Solyc09g090760"," P1P2"," P2P3","P2P3","P1P3"
"11549","Solyc09g090810"," P1P2"," P1P2","P1P2","P1P3"
"11550","Solyc09g090820"," P1P2"," P2P3","P1P2","P2P3"
"11551","Solyc09g090840"," P1P2"," P2P3","P1P3","P1P2"
"11552","Solyc09g090850"," P1P2"," P1P2","P1P3","P2P3"
"11555","Solyc09g090870"," P1P2"," P1P2","P1P3","P1P3"
"11556","Solyc09g090910"," P1P2"," P1P2","P2P3","P2P3"
"11558","Solyc09g090930"," P1P2"," P1P2","P1P2","P1P3"
"11559","Solyc09g090940"," P1P2"," P1P2","P1P3","P1P2"
"11561","Solyc09g090960"," P1P2"," P1P2","P1P3","P2P3"
"11562","Solyc09g090980"," P1P2"," P1P2","P1P3","P1P3"
"11563","Solyc09g091010"," P1P2"," P1P2","P1P3","P2P3"
"11564","Solyc09g091020"," P1P2"," P1P2","P2P3","P1P2"
"11566","Solyc09g091030"," P1P2"," P1P2","P1P2","P1P2"
"11567","Solyc09g091050"," P1P2"," P1P2","P1P2","P1P2"
"11568","Solyc09g091100"," P1P2"," P1P2","P2P3","P2P3"
"11569","Solyc09g091120"," P1P2"," P2P3","P1P2","P1P2"
"11570","Solyc09g091150"," P1P2"," P2P3","P2P3","P1P2"
"11571","Solyc09g091160"," P1P2"," P1P2","P1P3","P1P2"
"11573","Solyc09g091170"," P1P2"," P1P3","P1P3","P1P2"
